股票名稱
股票名稱
台積電
聯發科
大立光
長榮
陽明
聯詠
元大台灣50
鴻海
國巨
萬海
台達電
環球晶
聯電
高端疫苗
穩懋
富邦媒
敦泰
鈊象
華碩
世芯-KY
瑞昱
玉晶光
祥碩
南電
天鈺
矽力-KY
愛普
群聯
同欣電
中鋼
日揚
中美晶
元大高股息
立積
合一
欣興
耀登
日月光投控
華新科
創意
金麗科
晶豪科
上銀
緯穎
中租-KY
富邦金
新唐
台驊投控
晶心科
精材
矽創
統一超
台康生技
台泥
漢唐
宏捷科
昇佳電子
鮮活果汁-KY
義隆
寶雅
譜瑞-KY
大成鋼
同致
力旺
王品
家登
亞德客-KY
國泰金
新普
慧洋-KY
可成
玉山金
富采
原相
儒鴻
中鴻
群創
中華電
和碩
精測
凱美
台塑
世界
國泰台灣5G+
強茂
微星
景碩
威剛
友達
智邦
技嘉
南亞科
威鋒電子
AES-KY
旺宏
南帝
漢磊
健策
和泰車
聚陽
台光電
嘉澤
華邦電
京鼎
保瑞
晶技
裕民
信驊
廣達
生華科
富邦科技
長聖
兆豐金
台郡
晶碩
朋程
奇力新
光罩
合晶
日友
臻鼎-KY
惠特
泰博
統一
大學光
潤泰新
M31
智原
聯陽
東森
91APP*-KY
晶焱
凡甲
精華
南亞
鴻準
偉詮電
元晶
聯華
大樹
台表科
撼訊
信邦
四維航
旺矽
元大金
貿聯-KY
大江
雙鴻
華航
驊訊
潤泰全
璟德
研華
晶相光
富邦公司治理
元太
長榮航
為升
彩晶
大成
台灣大
中菲行
亞信
第一金
國泰永續高股息
佳凌
台玻
致新
光洋科
晶宏
佳格
瑞儀
金像電
申豐
樺漢
網家
全新
台半
合庫金
松翰
茂達
數字
台塑化
第一銅
旭隼
裕融
緯創
聯茂
中信金
台化
聯亞
桂盟
聚鼎
宅配通
興富發
雍智科技
燁輝
盛群
和大
